PDB_ID,TM-scoreRNA,INF-ALL,INF-WC,INF-NWC,INF-STACK,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lddt,C-lddt,length,rnatype,MSA_length,MSA_depth,Neff,method
R1248,0.20922,0.39,0.0,0.0,0.53,0.05,0.04,0.04,0.06,0.07,0.07,0.22,,,,,,rf2na
R1263,0.92072,0.96,1.0,0.82,0.95,0.98,0.91,1.0,1.0,1.0,0.83,0.97,,,,,,rf2na
R1271,0.61516,0.79,0.87,0.25,0.8,0.7,0.35,0.6,0.92,0.95,0.28,0.79,,,,,,rf2na
R1288,0.29095,0.64,0.6,0.29,0.69,0.5,0.2,0.37,0.59,0.82,0.48,0.62,,,,,,rf2na
R1293,0.24329,0.66,0.69,0.25,0.68,0.23,0.16,0.2,0.24,0.32,0.2,0.52,,,,,,rf2na
R1296,0.35016,0.82,0.86,0.0,0.82,0.39,0.26,0.31,0.38,0.62,0.36,0.71,,,,,,rf2na
7EXY,0.16804,0.84,1.0,1.0,0.76,0.7,0.38,0.56,0.88,1.0,0.6,0.65,,,,,,rhofold
7KUB,0.33309,0.64,0.49,0.0,0.76,0.23,0.13,0.22,0.28,0.28,0.52,0.57,,,,,,rhofold
7KUC,0.26203,0.82,0.91,,0.78,0.88,0.62,0.88,1.0,1.0,0.61,0.81,,,,,,rhofold
7KUD,0.12448,0.85,1.0,,0.78,0.79,0.38,0.77,1.0,1.0,0.7,0.78,,,,,,rhofold
7MKT,0.06848,0.0,,,0.0,0.25,0.13,0.17,0.22,0.48,0.19,0.28,,,,,,rhofold
7PS8,0.1169,0.23,,,0.32,0.29,0.17,0.22,0.35,0.44,0.19,0.25,,,,,,rhofold
7Q48,0.11763,0.37,,,0.57,0.32,0.18,0.27,0.32,0.5,0.22,0.31,,,,,,rhofold
7Q6L,0.12734,0.36,,,0.55,0.32,0.18,0.27,0.32,0.5,0.23,0.38,,,,,,rhofold
7QA2,0.1641,0.45,,,0.67,0.33,0.18,0.27,0.36,0.5,0.23,0.37,,,,,,rhofold
7RWR,0.39044,0.69,0.87,0.0,0.68,0.62,0.32,0.6,0.74,0.84,0.52,0.54,,,,,,rhofold
7SHX,0.19728,0.62,0.56,0.0,0.71,0.19,0.08,0.13,0.23,0.32,0.48,0.58,,,,,,rhofold
7SXP,0.06944,0.44,,,0.69,0.36,0.21,0.26,0.37,0.58,0.22,0.29,,,,,,rhofold
7UGA,0.33502,0.84,0.81,,0.86,0.53,0.3,0.46,0.56,0.79,0.64,0.73,,,,,,rhofold
7UMC,0.36128,0.78,0.92,0.0,0.75,0.45,0.14,0.31,0.49,0.86,0.63,0.68,,,,,,rhofold
7UMD,0.3279,0.75,0.82,,0.76,0.55,0.22,0.38,0.62,0.98,0.6,0.69,,,,,,rhofold
7UME,0.27976,0.78,0.82,,0.76,0.74,0.36,0.64,0.96,1.0,0.63,0.72,,,,,,rhofold
7V06,0.3823,0.72,0.82,0.0,0.71,0.64,0.3,0.46,0.81,1.0,0.67,0.7,,,,,,rhofold
7WIA,0.30375,0.7,0.8,0.26,0.7,0.24,0.1,0.2,0.29,0.37,0.6,0.65,,,,,,rhofold
8BTZ,0.3763,0.77,0.89,0.0,0.73,0.22,0.08,0.14,0.26,0.39,0.66,0.69,,,,,,rhofold
8BU8,0.15836,0.11,0.04,0.0,0.17,0.05,0.01,0.03,0.05,0.12,0.19,0.38,,,,,,rhofold
8BWT,0.22829,0.82,0.95,,0.75,0.66,0.31,0.58,0.77,1.0,0.64,0.7,,,,,,rhofold
8CLR,0.23224,0.94,1.0,,0.91,0.88,0.64,0.86,1.0,1.0,0.78,0.83,,,,,,rhofold
8CQ1,0.36146,0.72,0.83,,0.68,0.64,0.23,0.48,0.86,1.0,0.67,0.77,,,,,,rhofold
8FB3,0.46508,0.66,0.73,0.5,0.69,0.86,0.47,0.97,1.0,1.0,0.69,0.73,,,,,,rhofold
8FCS,0.62008,0.78,0.82,,0.78,0.69,0.21,0.61,0.93,1.0,0.68,0.71,,,,,,rhofold
8FZA,0.17132,0.48,0.8,0.13,0.51,0.65,0.24,0.41,0.93,1.0,0.53,0.6,,,,,,rhofold
8HB8,0.21816,0.42,0.64,0.0,0.43,0.33,0.13,0.24,0.33,0.62,0.39,0.44,,,,,,rhofold
8I43,0.15882,0.74,0.8,0.0,0.78,0.58,0.26,0.47,0.63,0.95,0.7,0.8,,,,,,rhofold
8I44,0.15596,0.71,0.71,,0.74,0.62,0.26,0.47,0.74,1.0,0.69,0.74,,,,,,rhofold
8I45,0.15649,0.84,1.0,,0.77,0.67,0.26,0.58,0.84,1.0,0.69,0.73,,,,,,rhofold
8I46,0.19841,0.82,0.94,,0.75,0.62,0.21,0.53,0.79,0.95,0.68,0.73,,,,,,rhofold
8ITS,0.21876,0.81,0.9,0.71,0.78,0.4,0.24,0.37,0.41,0.56,0.55,0.56,,,,,,rhofold
8JHP,0.16361,0.64,0.75,0.0,0.63,0.56,0.26,0.33,0.67,0.96,0.5,0.59,,,,,,rhofold
8K2Z,0.35743,0.79,0.93,0.71,0.73,0.56,0.21,0.35,0.68,1.0,0.61,0.67,,,,,,rhofold
8K30,0.40124,0.38,0.14,0.0,0.52,0.65,0.21,0.46,0.92,1.0,0.65,0.68,,,,,,rhofold
8K8B,0.16353,0.72,1.0,0.0,0.63,0.58,0.26,0.47,0.63,0.95,0.63,0.71,,,,,,rhofold
8KEB,0.59691,0.31,0.0,0.0,0.5,0.67,0.17,0.56,0.96,1.0,0.64,0.66,,,,,,rhofold
8Q4O,0.10461,0.15,,0.0,0.26,0.3,0.17,0.22,0.3,0.52,0.21,0.33,,,,,,rhofold
8Q6N,0.3297,0.69,0.69,0.0,0.74,0.5,0.28,0.41,0.48,0.8,0.58,0.62,,,,,,rhofold
8QO2,0.44752,0.52,0.44,0.0,0.58,0.07,0.04,0.07,0.09,0.1,0.53,0.56,,,,,,rhofold
8QO3,0.43298,0.74,0.65,0.0,0.8,0.38,0.14,0.36,0.48,0.53,0.66,0.74,,,,,,rhofold
8QO4,0.43898,0.66,0.67,0.0,0.68,0.31,0.07,0.17,0.43,0.56,0.55,0.58,,,,,,rhofold
8QO5,0.26341,0.59,0.44,,0.67,0.21,0.08,0.17,0.24,0.36,0.55,0.63,,,,,,rhofold
8SCF,0.29352,0.79,0.87,,0.79,0.75,0.4,0.67,0.93,1.0,0.68,0.72,,,,,,rhofold
8SCH,0.3039,0.78,0.9,,0.72,0.38,0.16,0.32,0.41,0.62,0.6,0.62,,,,,,rhofold
8T5O,0.3091,0.27,0.0,0.0,0.42,0.2,0.07,0.14,0.21,0.36,0.34,0.39,,,,,,rhofold
8TNS,0.09314,0.0,,0.0,0.0,0.24,0.12,0.17,0.25,0.42,0.22,0.28,,,,,,rhofold
8TVZ,0.11467,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.02,0.05,0.0,0.07,,,,,,rhofold
8UPT,0.46457,0.68,0.74,0.0,0.71,0.13,0.07,0.1,0.14,0.21,0.6,0.62,,,,,,rhofold
8UTG,0.09691,0.3,,,0.44,0.33,0.19,0.29,0.33,0.52,0.21,0.3,,,,,,rhofold
8UYG,0.34361,0.66,0.77,0.0,0.64,0.25,0.09,0.18,0.3,0.42,,,,,,,,rhofold
8UYM,0.32686,0.74,0.77,0.0,0.74,0.26,0.1,0.22,0.32,0.4,,,,,,,,rhofold
8UYP,0.32979,0.75,0.85,0.0,0.73,0.26,0.1,0.18,0.32,0.44,,,,,,,,rhofold
8V1H,0.49749,0.33,0.04,0.0,0.48,0.18,0.11,0.18,0.2,0.24,0.62,0.65,,,,,,rhofold
8V1I,0.40787,0.35,0.0,0.0,0.54,0.59,0.2,0.42,0.75,1.0,0.6,0.63,,,,,,rhofold
8VCI,0.27583,0.73,0.81,0.0,0.71,0.25,0.08,0.15,0.27,0.51,0.55,0.6,,,,,,rhofold
8VT5,0.48161,0.81,0.96,0.5,0.74,0.64,0.2,0.46,0.88,1.0,0.67,0.73,,,,,,rhofold
8XZL,0.25009,0.73,0.92,0.0,0.71,0.43,0.17,0.29,0.5,0.77,0.54,0.57,,,,,,rhofold
8ZAU,0.5033,0.74,0.98,0.0,0.69,0.6,0.19,0.44,0.76,1.0,0.61,0.68,,,,,,rhofold
9BLM,0.47366,0.68,0.68,0.0,0.7,0.55,0.16,0.34,0.78,0.92,0.58,0.64,,,,,,rhofold
9BUN,0.29476,0.61,0.79,0.0,0.58,0.43,0.17,0.33,0.54,0.67,0.46,0.51,,,,,,rhofold
9DE6,0.35804,0.87,0.96,,0.83,0.36,0.12,0.23,0.36,0.73,0.64,0.65,,,,,,rhofold
9DE7,0.39677,0.84,0.93,1.0,0.8,0.38,0.12,0.23,0.35,0.82,0.63,0.62,,,,,,rhofold
9ECQ,0.24676,0.78,0.84,,0.78,0.76,0.41,0.76,0.88,1.0,0.68,0.72,,,,,,rhofold
9ECR,0.27964,0.67,0.82,,0.64,0.69,0.38,0.56,0.81,1.0,0.62,0.67,,,,,,rhofold
9EOW,0.17013,0.75,0.96,,0.66,0.3,0.17,0.28,0.34,0.41,0.72,0.79,,,,,,rhofold
9EWW,0.14388,0.26,,0.0,0.36,0.13,0.08,0.12,0.15,0.19,0.0,0.24,,,,,,rhofold
9FM4,0.16578,0.8,1.0,,0.69,0.62,0.2,0.52,0.8,0.96,0.64,0.72,,,,,,rhofold
9FO8,0.17154,0.8,1.0,,0.69,0.59,0.24,0.41,0.76,0.93,0.64,0.73,,,,,,rhofold
9FO9,0.21836,0.75,0.93,,0.68,0.57,0.24,0.46,0.58,1.0,0.66,0.71,,,,,,rhofold
9G7C,0.25365,0.6,0.68,0.0,0.64,0.16,0.06,0.12,0.2,0.26,0.42,0.46,,,,,,rhofold
9IO0,0.16545,0.79,1.0,,0.7,0.58,0.32,0.37,0.74,0.9,0.7,0.82,,,,,,rhofold
9IO1,0.16813,0.74,1.0,,0.59,0.47,0.26,0.37,0.47,0.79,0.66,0.76,,,,,,rhofold
9IOR,0.16596,0.73,1.0,,0.59,0.51,0.21,0.37,0.63,0.84,0.68,0.8,,,,,,rhofold
9IOS,0.12374,0.65,0.93,,0.52,0.42,0.21,0.32,0.47,0.68,0.6,0.63,,,,,,rhofold
9IOU,0.15022,0.79,1.0,,0.67,0.41,0.21,0.32,0.47,0.63,0.68,0.79,,,,,,rhofold
R1205,0.24638,0.46,0.41,0.0,0.56,0.31,0.13,0.27,0.36,0.47,0.33,0.38,,,,,,rhofold
R1209,0.23844,0.76,0.87,0.0,0.73,0.3,0.15,0.25,0.36,0.43,0.54,0.54,,,,,,rhofold
R1211,0.30872,0.77,0.87,0.0,0.74,0.29,0.14,0.3,0.34,0.39,0.53,0.52,,,,,,rhofold
R1212,0.26621,0.22,0.0,0.0,0.34,0.21,0.1,0.2,0.26,0.28,0.41,0.44,,,,,,rhofold
R1248,0.27824,0.32,0.0,0.0,0.49,0.06,0.03,0.05,0.07,0.08,0.15,0.2,,,,,,rhofold
R1263,0.48397,0.86,0.93,0.0,0.86,0.58,0.17,0.47,0.73,0.95,0.62,0.65,,,,,,rhofold
R1271,0.57549,0.72,0.89,0.2,0.71,0.62,0.18,0.48,0.86,0.97,0.57,0.62,,,,,,rhofold
R1288,0.25044,0.65,0.65,0.29,0.7,0.49,0.22,0.35,0.53,0.86,0.55,0.58,,,,,,rhofold
R1293,0.23932,0.6,0.61,0.2,0.64,0.24,0.1,0.22,0.28,0.38,0.46,0.5,,,,,,rhofold
R1296,0.29936,0.74,0.83,0.0,0.71,0.3,0.15,0.26,0.36,0.43,0.55,0.57,,,,,,rhofold
7EXY,0.15878,0.27,,,0.34,0.45,0.25,0.31,0.5,0.75,0.27,0.39,,,,,,trros
7KUB,0.38691,0.63,0.65,0.0,0.65,0.2,0.12,0.18,0.22,0.3,0.54,0.61,,,,,,trros
7KUC,0.36668,0.92,0.91,,0.96,0.92,0.75,0.94,1.0,1.0,0.73,0.83,,,,,,trros
7KUD,0.38897,0.77,,,0.91,0.58,0.46,0.54,0.62,0.69,0.47,0.57,,,,,,trros
7MKT,0.09654,0.0,,,0.0,0.25,0.13,0.17,0.22,0.48,0.18,0.23,,,,,,trros
7PS8,0.12639,0.26,,,0.37,0.3,0.17,0.22,0.39,0.44,0.18,0.27,,,,,,trros
7Q48,0.13234,0.36,,,0.55,0.34,0.18,0.27,0.41,0.5,0.22,0.33,,,,,,trros
7Q6L,0.15612,0.28,,0.0,0.48,0.32,0.23,0.27,0.32,0.46,0.28,0.38,,,,,,trros
7QA2,0.10928,0.36,,,0.54,0.34,0.23,0.32,0.32,0.5,0.24,0.34,,,,,,trros
7RWR,0.39621,0.75,0.87,0.0,0.77,0.66,0.37,0.58,0.74,0.97,0.57,0.59,,,,,,trros
7SHX,0.19667,0.47,0.34,0.0,0.57,0.16,0.12,0.15,0.16,0.21,0.47,0.58,,,,,,trros
7SXP,0.17309,0.36,,,0.56,0.32,0.16,0.26,0.32,0.53,0.19,0.3,,,,,,trros
7UGA,0.33883,0.81,0.89,,0.77,0.52,0.33,0.44,0.54,0.77,0.69,0.75,,,,,,trros
7UMC,0.29601,0.64,0.79,0.0,0.61,0.34,0.17,0.26,0.39,0.53,0.55,0.62,,,,,,trros
7UMD,0.16665,0.55,0.48,,0.61,0.42,0.18,0.3,0.48,0.72,0.46,0.55,,,,,,trros
7UME,0.14482,0.47,0.43,,0.56,0.54,0.18,0.39,0.71,0.86,0.5,0.67,,,,,,trros
7V06,0.30012,0.49,0.59,0.0,0.52,0.46,0.26,0.42,0.49,0.67,0.49,0.62,,,,,,trros
7WIA,0.38543,0.84,0.94,0.45,0.84,0.22,0.12,0.22,0.24,0.31,0.69,0.7,,,,,,trros
8BTZ,0.21728,0.45,0.42,0.0,0.54,0.12,0.06,0.1,0.13,0.18,0.54,0.64,,,,,,trros
8BU8,0.31081,0.66,0.66,0.0,0.68,0.14,0.08,0.12,0.15,0.23,0.57,0.63,,,,,,trros
8BWT,0.17153,0.79,0.85,,0.78,0.53,0.27,0.38,0.58,0.88,0.62,0.64,,,,,,trros
8CLR,0.20346,0.76,0.82,,0.74,0.77,0.43,0.64,1.0,1.0,0.61,0.68,,,,,,trros
8CQ1,0.40835,0.62,0.78,,0.59,0.67,0.32,0.48,0.89,1.0,0.68,0.73,,,,,,trros
8FB3,0.2659,0.55,0.82,0.0,0.6,0.68,0.29,0.56,0.85,1.0,0.48,0.55,,,,,,trros
8FCS,0.50856,0.8,0.85,,0.78,0.62,0.22,0.45,0.82,0.97,0.73,0.77,,,,,,trros
8FZA,0.27127,0.41,0.68,0.28,0.38,0.76,0.34,0.69,1.0,1.0,0.55,0.65,,,,,,trros
8HB8,0.14942,0.2,,0.0,0.29,0.2,0.09,0.13,0.24,0.33,0.31,0.42,,,,,,trros
8I43,0.14755,0.69,0.77,0.0,0.71,0.58,0.26,0.47,0.63,0.95,0.64,0.69,,,,,,trros
8I44,0.13993,0.22,,0.0,0.35,0.38,0.21,0.32,0.42,0.58,0.52,0.65,,,,,,trros
8I45,0.13365,0.32,0.38,0.0,0.42,0.42,0.21,0.37,0.47,0.63,0.52,0.7,,,,,,trros
8I46,0.14397,0.72,1.0,,0.58,0.72,0.42,0.63,0.84,1.0,0.64,0.75,,,,,,trros
8ITS,0.17217,0.45,0.45,0.0,0.57,0.22,0.15,0.22,0.22,0.3,0.4,0.44,,,,,,trros
8JHP,0.1402,0.47,0.71,0.0,0.43,0.58,0.22,0.44,0.67,1.0,0.5,0.55,,,,,,trros
8K2Z,0.13557,0.2,,0.0,0.31,0.23,0.09,0.18,0.28,0.37,0.49,0.58,,,,,,trros
8K30,0.53919,0.3,0.16,0.0,0.39,0.72,0.36,0.65,0.86,1.0,0.68,0.7,,,,,,trros
8K8B,0.18352,0.34,,0.0,0.58,0.4,0.26,0.37,0.42,0.53,0.48,0.75,,,,,,trros
8KEB,0.1606,0.28,0.0,0.0,0.41,0.22,0.07,0.14,0.24,0.42,0.49,0.58,,,,,,trros
8Q4O,0.10659,0.29,,,0.46,0.33,0.22,0.26,0.26,0.56,0.22,0.35,,,,,,trros
8Q6N,0.12914,0.33,0.17,0.0,0.44,0.27,0.11,0.17,0.33,0.48,0.54,0.65,,,,,,trros
8QO2,0.28936,0.58,0.47,0.0,0.65,0.07,0.04,0.06,0.08,0.1,0.54,0.59,,,,,,trros
8QO3,0.36604,0.56,0.29,0.0,0.68,0.28,0.11,0.2,0.31,0.48,0.58,0.71,,,,,,trros
8QO4,0.29529,0.62,0.57,0.0,0.66,0.2,0.06,0.14,0.23,0.35,0.52,0.59,,,,,,trros
8QO5,0.21046,0.56,0.39,,0.63,0.17,0.08,0.12,0.2,0.26,0.48,0.58,,,,,,trros
8SCF,0.11683,0.3,0.21,,0.4,0.3,0.17,0.23,0.33,0.47,0.51,0.62,,,,,,trros
8SCH,0.2726,0.65,0.8,,0.64,0.35,0.15,0.26,0.44,0.56,0.57,0.65,,,,,,trros
8T5O,0.21043,0.31,0.0,0.0,0.43,0.16,0.08,0.13,0.21,0.24,0.34,0.42,,,,,,trros
8TNS,0.08636,0.0,,,0.0,0.26,0.12,0.17,0.29,0.46,0.23,0.3,,,,,,trros
8TVZ,0.21138,0.68,0.7,0.0,0.69,0.1,0.05,0.08,0.11,0.16,0.43,0.5,,,,,,trros
8UPT,0.49638,0.57,0.68,0.34,0.56,0.14,0.08,0.11,0.16,0.2,0.63,0.64,,,,,,trros
8UTG,0.13591,0.37,,,0.55,0.3,0.19,0.19,0.33,0.48,0.21,0.33,,,,,,trros
8UYG,0.22807,0.54,0.6,0.0,0.56,0.2,0.12,0.17,0.22,0.28,,,,,,,,trros
8UYM,0.31631,0.7,0.7,0.0,0.71,0.25,0.11,0.2,0.27,0.41,,,,,,,,trros
8UYP,0.20298,0.59,0.38,0.0,0.7,0.15,0.09,0.12,0.17,0.24,,,,,,,,trros
8V1H,0.13601,0.32,0.0,0.0,0.43,0.12,0.07,0.08,0.13,0.18,0.54,0.66,,,,,,trros
8V1I,0.48961,0.24,0.0,0.0,0.35,0.64,0.33,0.51,0.75,1.0,0.62,0.67,,,,,,trros
8VCI,0.32766,0.6,0.78,0.0,0.57,0.28,0.11,0.18,0.28,0.57,0.55,0.6,,,,,,trros
8VT5,0.54258,0.58,0.81,0.25,0.52,0.67,0.25,0.61,0.83,1.0,0.67,0.74,,,,,,trros
8XZL,0.20187,0.32,0.42,0.0,0.39,0.32,0.14,0.25,0.4,0.5,0.44,0.48,,,,,,trros
8ZAU,0.25314,0.57,0.74,0.0,0.57,0.23,0.16,0.22,0.25,0.28,0.45,0.52,,,,,,trros
9BLM,0.28217,0.43,0.27,0.0,0.5,0.31,0.16,0.25,0.36,0.46,0.43,0.54,,,,,,trros
9BUN,0.28951,0.47,0.66,0.0,0.47,0.45,0.17,0.38,0.56,0.71,0.44,0.52,,,,,,trros
9DE6,0.43245,0.69,0.81,,0.66,0.4,0.2,0.3,0.41,0.7,0.65,0.69,,,,,,trros
9DE7,0.47788,0.56,0.74,0.0,0.54,0.43,0.16,0.28,0.42,0.88,0.64,0.69,,,,,,trros
9ECQ,0.35127,0.78,0.84,,0.75,0.82,0.59,0.71,1.0,1.0,0.71,0.74,,,,,,trros
9ECR,0.31863,0.56,0.61,,0.57,0.64,0.38,0.5,0.69,1.0,0.61,0.71,,,,,,trros
9EOW,0.13366,0.35,,0.0,0.56,0.26,0.17,0.24,0.24,0.38,0.56,0.78,,,,,,trros
9EWW,0.18433,0.53,0.44,0.0,0.6,0.16,0.12,0.14,0.17,0.22,0.31,0.34,,,,,,trros
9FM4,0.23808,0.56,0.76,,0.49,0.67,0.28,0.6,0.84,0.96,0.63,0.7,,,,,,trros
9FO8,0.19494,0.61,0.85,0.0,0.55,0.62,0.31,0.45,0.76,0.97,0.65,0.75,,,,,,trros
9FO9,0.21747,0.74,0.87,,0.71,0.64,0.39,0.48,0.7,1.0,0.68,0.76,,,,,,trros
9G7C,0.20089,0.62,0.74,0.18,0.61,0.15,0.08,0.12,0.19,0.22,0.46,0.5,,,,,,trros
9IO0,0.22239,0.81,0.93,,0.78,0.54,0.26,0.37,0.63,0.9,0.72,0.89,,,,,,trros
9IO1,0.20374,0.48,0.76,0.0,0.39,0.55,0.26,0.37,0.68,0.9,0.66,0.8,,,,,,trros
9IOR,0.14246,0.66,0.86,,0.57,0.54,0.21,0.37,0.68,0.9,0.7,0.85,,,,,,trros
9IOS,0.11185,0.57,0.84,0.0,0.48,0.5,0.26,0.37,0.47,0.9,0.66,0.69,,,,,,trros
9IOU,0.15908,0.69,0.93,0.0,0.64,0.49,0.26,0.32,0.53,0.84,0.67,0.73,,,,,,trros
R1205,0.25095,0.48,0.32,,0.56,0.31,0.13,0.29,0.38,0.44,0.34,0.4,,,,,,trros
R1209,0.25086,0.72,0.8,0.0,0.7,0.3,0.21,0.25,0.32,0.4,0.54,0.54,,,,,,trros
R1211,0.33897,0.61,0.7,0.0,0.61,0.33,0.12,0.3,0.38,0.53,0.53,0.53,,,,,,trros
R1212,0.23704,0.29,0.0,0.0,0.41,0.24,0.14,0.23,0.26,0.32,0.42,0.49,,,,,,trros
R1248,0.2729,0.36,0.0,0.0,0.52,0.06,0.04,0.06,0.08,0.09,0.17,0.22,,,,,,trros
R1263,0.7898,0.78,0.92,0.41,0.74,0.86,0.53,0.91,0.98,1.0,0.75,0.8,,,,,,trros
R1271,0.1657,0.36,,0.0,0.49,0.22,0.08,0.16,0.26,0.38,0.52,0.67,,,,,,trros
R1288,0.18367,0.38,0.0,0.0,0.56,0.21,0.12,0.14,0.24,0.35,0.39,0.48,,,,,,trros
R1293,0.38649,0.5,0.65,0.0,0.5,0.42,0.13,0.27,0.55,0.74,0.51,0.56,,,,,,trros
R1296,0.2846,0.62,0.71,0.0,0.62,0.31,0.22,0.26,0.32,0.42,0.55,0.6,,,,,,trros
